id,genres/0/id,genres/0/name,genres/1/id,genres/1/name,genres/2/id,genres/2/name,name,rating,summary,genres/3/id,genres/3/name,genres/4/id,genres/4/name,genres/5/id,genres/5/name,genres/6/id,genres/6/name
87481,9,Puzzle,,,,,Word Flowers,90,"Exercise your brain and with thousands of challenging word puzzles, set in a relaxing botanical garden of gorgeous puzzle backgrounds. Test your word smarts, unlock new levels and climb the vocabulary ladder. Word Flowers puzzles start off simple, but progressively become more challenging — unlock new levels with ever-more challenging puzzles! How many puzzles can you solve?

► Enjoy relaxing fun as you explore an arboretum of beautiful puzzles.
► Even without a time limit, these word unscramble puzzles are challenging.
► If you find yourself stuck, use letter hints and the word shuffle to guide your way!

Word Flowers is the latest new word game from PeopleFun, the makers of Wordscapes, Wordscapes Uncrossed, Word Chums, Spell Blitz and MixTwo — played and loved by millions of people around the world.",,,,,,,,
88595,35,Card & Board Game,,,,,Cribbage Premium,90,"Catch the crib! Play the App Store’s top rated cribbage online with your friends or anyone in the world! With fluid action, this game is intuitive and easy to play for both novice and experienced players.

New to Cribbage? Cribbage Premium helps you every step of the way. Use hints to develop your skills and strategy. If you're unsure how a hand was scored, use the “Explain” button for a breakdown of the points.

Think you're a pro? Challenge yourself against our world class expert AI! Compete for the top spot on the leaderboard and earn all 42 achievements. Count your own cards! Play muggins and steal missed points from your opponent! Cribbage will keep you endlessly entertained.
__________________________________________

Awesome Features:

• More ways to play: single player, online or turn-based multiplayer with Game Center, peer to peer, and pass and play

• Voice chat lets you be more social during online games

• Find opponents while you play with background matchmaking

• Single Player games have easy, medium, hard and expert opponents

• Personalize your cards, pegs, board, and background

• Choose automatic or manual card counting

• Play muggins and steal points from your opponent

• Show you're a pro by earning all 42 achievements

• Compete for top spots on the leaderboard

• See detailed breakdowns of the points scored in a hand with the explain button

• Use hints to develop your strategy
__________________________________________

Customer Reviews:

""The only Cribbage game you should consider for the iPhone.""

""Keeps me in shape for the real thing!""

""I had never played Cribbage before but I learned quickly. I love it! This app is definitely worth the money.""
__________________________________________

And follow us online for news and promotions:
• Facebook: http://www.facebook.com/trivialtech
• Twitter: http://www.twitter.com/trivialtech",,,,,,,,
82377,33,Arcade,,,,,Arcade Game Series: Dig Dug,90,"First appearing in arcades in 1982, Dig Dug finally comes to Xbox One!
Dig up, down, left, and right and burrow through the earth.
Inflate and pop enemies with your harpoon to defeat them, or squish them with a rock.
Lure enemies into a tunnel and crush several at once for massive points.
Defeat all the enemies on the screen to advance to the next stage!

Perform a range of techniques, including the rock drop and the ""pump and stall,"" using just 4 directions and a single button! The original and best ""underground smash hit!""
With cute pixel-art graphics, vivid colors, rhythmical beats, and distinctive SFX, the beauty really is in the details.
This latest port comes with scanline and sound settings, and the option to switch between the old and new versions - perfect for devoted diggers!
Enjoy the masterpiece that fervent fans have flocked to play!",,,,,,,,
364,12,Role-playing (RPG),15,Strategy,16,Turn-based strategy (TBS),Heroes of Might and Magic III: The Restoration of Erathia,89.43202933015257,"Heroes of Might and Magic III: The Restoration of Erathia is a turn-based strategy game and the third installment of the Heroes of Might and Magic series.

The game's story is first referenced throughout Might and Magic VI: The Mandate of Heaven and takes place before Might and Magic VII: For Blood and Honor. The player can choose to play through six different campaigns telling the story, or play in a scenario against computer or human opponents.",,,,,,,,
95556,12,Role-playing (RPG),31,Adventure,32,Indie,Lowlander,90,"Come -- return with us to the days of yesteryear. When 8 colors were enough, and the pixels were individually detectable to the human eye. This is Lowlander, a fantasy role-playing adventure from simpler times.
Embark on a glorious adventure to save the world from the clutches of the evil sorceress Azamon and her hordes of low-res low-lifes! You begin as a lost and wandering soul who can barely stay alive. Your circumstances will rise in the service of King Shebastian as you help to rid the world of evil. It IS as simple as black-and-white!
Lowlander harkens back to the early days of personal computers. If you’ve been looking to get your nostalgia on, but can’t be bothered to use two hands doing it, then this is the game for you.",,,,,,,,
327,11,Real Time Strategy (RTS),15,Strategy,,,Age of Empires II: The Age of Kings,86.0499212696752,"Take control of a powerful civilization. Lead them through 1000 years of the Middle Ages to riches and greatness. Will you Intimidate the world into following you by using military force? Rule the world with honor and nobility by using commerce and diplomacy? Or Underhandedly seize power through conspiracy, deception and regicide? There are many paths to power, there can only be one ruler!",,,,,,,,
2692,7,Music,,,,,Rock Band 2,86.32566099366281,"Rock Band 2 is the sequel to the 2007 musical simulation game Rock Band and offers similar gameplay. Directly competing with Guitar Hero: World Tour, the game allows different people to play together as in a band, with the same peripherals as the first game: lead guitar, bass guitar, microphone and a drum set.

The new drum and guitar controllers for this version, bundled or sold separately, have been revised and older controllers are also supported. The guitar controller, modelled after the Fender Stratocaster, has five additional fret buttons near the neck, for fast fingertapping sessions. There is also an effect switch to toggle between five different effects. Players use the instruments to match notes on the screen, divided in different portions for different instruments, along with the lyrics for the singer who need to match the pitch.",,,,,,,,
8292,2,Point-and-click,31,Adventure,,,Discworld II: Mortality Bytes!,88.33550327960864,"Discworld II: Mortality Bytes! is the second point-and-click adventure game based on Terry Pratchett's series of fantasy novels set on the mythical Discworld. The game was developed and produced in 1996 by Perfect Entertainment for the PC, and ported in 1997 for the PlayStation and Sega Saturn. It was published by Psygnosis for the PC and PlayStation, and by Sega for the Saturn (only in Europe).

In Discworld II the player controls Rincewind the ""wizzard"" (voiced by Eric Idle, as in the previous game) who has been burdened with the task of coercing Death out of his impromptu retirement and back into his regular duties. The plot borrows from a number of Discworld books, most notably Reaper Man, Moving Pictures and Lords and Ladies.

It all begins in a quiet Ankh-Morpork street, where Rincewind and The Librarian inexplicably fail to die from a nearby cart-bomb explosion. The odd event is not shared by them alone however: occurrences of the newly dead re-awakening and disturbing the populace are being reported all over the city, prompting the Archchancellor of Unseen University to halt his usual activities of feasting and merrymaking, and to take charge of the situation. Much to Rincewind's despair, the entirety of this process involves appointing him to the task of finding Death and convincing him to resume his work.",,,,,,,,
90736,,,,,,,Barnyard Mahjong,90,,,,,,,,,
87721,13,Simulator,,,,,Space Agency,90,"Build rockets, launch satellites, create a space station!


Do you want to build and fly your own space rockets? 

  Of course you do!

Are you a billionaire?

  No...that makes it tricky.

Fortunately, there is a way for us non-billionaires to run our own space programme...Space Agency!

 * Build rockets
 * Launch satellites
 * Create a space station
 * Explore the solar system

This is a highly challenging and complex game. Only the most talented astronauts should attempt it.

Have you got the right stuff?",,,,,,,,
95835,10,Racing,14,Sport,,,Torque Drift,90,"Build your car, earn sponsors, and compete in online multiplayer drift battles!",,,,,,,,
146170,12,Role-playing (RPG),31,Adventure,,,Final Fantasy III,88.41041503994234,"The sixth entry in the Final Fantasy series was dubbed Final Fantasy III in the West because three out of the five previous installments of the series had not been released there at the time. Similarly to its predecessors, this is a role-playing game where the player controls a party of characters, travelling between various locales in the world, fighting randomly appearing regular enemies and bosses, and making the characters stronger by improving their skills and getting better equipment for them. The game maintains the ATB (active time battle) system of the two previous installments in the series, spicing traditional turn-based combat engine with a real-time element.",,,,,,,,
9014,9,Puzzle,31,Adventure,32,Indie,Quadrilateral Cowboy,88.25647665909977,"Quadrilateral Cowboy is a single-player adventure in a cyberpunk world. Tread lightly through security systems with your hacking deck and grey-market equipment. With top-of-the-line hardware like this, it means just one thing: you answer only to the highest bidder.",,,,,,,,
87017,13,Simulator,,,,,My Talking Angela,90,"Explore the glamorous world of Talking Angela. Adopt Angela and make her your very own superstar. Customize her fashion, hairstyle, makeup and home - all while playing addictively cute mini games.",,,,,,,,
52715,10,Racing,,,,,Redout: Lightspeed Edition,90,"Redout: Enhanced Edition is a tribute to the old racing monsters such as F-Zero, WipeOut, Rollcage, and POD. It is designed to be an uncompromising, fast, tough and satisfying driving experience, soaked in that vertigo that stands at the core of the arcade racing genre. The floating system and driving models are based on physics: each turn, slope, hard braking, acceleration, each turn and twist of the track will apply a unique force to the ship. A sharp low-polygon style blends meshes and terrains with the latest state-of-the-art shading and lighting effects provided by the Unreal Engine 4, creating beautiful and instantly recognisable aesthetics. Breezy coastlines, eerie frozen landscapes, vast desert plains: the melancholic, dystopian atmosphere of a semi abandoned Earth is the background for the most high-speed, tense and beautiful futuristic racing clashes.",,,,,,,,
83730,7,Music,8,Platform,31,Adventure,Super One More Jump,90,Super One More Jump is a hand-crafted intense arcade platformer. Simple to learn one button controls. Hard to master levels.,33,Arcade,,,,,,
87026,12,Role-playing (RPG),13,Simulator,,,Ultimate Horse Simulator,90,"Gallop into a brand new adventure as a beautiful wild Horse! Live wild and free in a gorgeous new world that’s waiting to be explored! Start your own herd and breed, raise, and customize your horses! Scavenge the forest and fields for food, protect your family from predators, and raid the farm for tasty crops!

Download the Ultimate Horse Simulator today while it's 50% OFF for a very limited time!

Brand New Features
REALISTIC SIMULATOR
You'll need to maintain your health, hunger, thirst, and energy if you're going to survive in the wilderness!

EPIC FIGHTS
Defend yourself and your entire family from dangerous predators like wolves and cougars! Send your enemies flying through the air, hitting critical touch-based targets, with a super powerful kick!

REVAMPED QUEST SYSTEM
Help out the locals of the nearby village with tasks like tracking down and returning lost sheep, giving rides to the next town, and collecting plants for the town doctor. You can even challenge your rival horse to a race across the world!

BUILD YOUR HERD
Dominate other horses and recruit them to your herd! Play as any horse in your herd and create a beautiful and powerful family! Every horse now has health, stats, and rankings providing significantly more immersive gameplay!

RAISE BABY HORSES
Breed foals that will grow into beautiful members of your herd! Protect them from predators as and adult and even explore the entire world as your young horse!

CUSTOMIZE YOUR HERD
Choose your horse's name, gender, style, coat and mane, and even tint them any color of the rainbow to make the herd of your dreams! Customize your coat and mane separately with 15 choices for each there are hundreds of combinations!

LEVEL UP YOUR HORSES
Gain experience by finding food, completing missions, and defending your herd against dangerous predators! Level up your horses to increase their stats, earn points to upgrade your horse’s abilities, unlock new colors, and increase the size of your herd!

EARN STAT POINTS
Stat Points can be used to provide bonus’s to traits like Health, Dodge Chance, Defense, Run Speed, and much more! 

UPGRADEABLE BUFFS
Buff Points can be used to upgrade your Whinny and Nicker Buffs, which create temporary Stat Boosting auras around your horse when active! 

UNLOCKABLE SKILLS
Skill Points unlock and upgrade special abilities for your horses. Upgrade “Enhanced Senses” to detect nearby predators or “Power Kick” to send your enemies flying through the air!

RAGDOLL PHYSICS
Unleash a powerful kick to send your enemies flying through the air! All of their limbs will flail realistically with an advanced physics engine powering the world!

DYNAMIC WEATHER AND DAY/NIGHT CYCLE
Procedural weather system with unique storms, clouds, sunrise, sunset and celestial movement!

MASSIVE REALISTIC 3D ENVIRONMENT
Explore an environment so big we had to create three unique homes for your horses to live in! Gallop through the snowy peaks of the Winter Highlands, brave the dangerous forests of the mountains, or assist the towns people in the Wild West with quests!

25 UNIQUE SPECIES
Discover a massive collection of wildlife! Live along side goat, chicken, fox, deer, crocodile, bear, boar, snake, fish, crow, lynx, cougar, rat, ibex, bat, frog, sheep, wolves and of course Horses!

HD NEXT-GEN GRAPHICS
Everything looks so real you will forget you’re playing a game!

GLUTEN-FREE PROMISE
With all of our games you will always get the full game with no ads or additional purchases!

Download the Ultimate Horse Simulator to experience the exciting life of the most majestic and beautiful animal in the Animal Kingdom, the wild Horse!

If you liked living as a Horse then you'll love our other animal simulators! Download our Ultimate Wolf Simulator and live a wild life in the forest, check out the Stray Cat Simulator and raise kittens in a crowded city!

Give us a shout and let us know what you want to play next!
facebook.com/glutenfreegames
twitter.com/glutenfreegames",,,,,,,,
3036,5,Shooter,,,,,Battlefield 3: Close Quarters,86.12236461923288,Battlefield 3: Close Quarters is the second expansion pack for Battlefield 3. It focuses on the premise of Battlefield team play in constricted or tight environments. The gameplay style is turbulent with quick-paced infantry combat.,,,,,,,,
88026,,,,,,,Girls Hair Salon,90,"SAFE FOR KIDS
• No Ads
• Parental Controls

ABOUT PAZU
Pazu is a mobile games company that creates and publish beautiful digital games especially designed for kids.

GIRLS HAIR SALON
Girls Hair Salon is a fun and interactive game from developers PAZU Games. Now you can own your own hair salon where you can color, cut, and dress your very own animated models! Become the fashion stylist you’ve always wanted to be and redesign your model exactly how you wish. Girls Hair Salon is full of interactive features and innovative tools to help you become the hairstylist you’ve always dreamed of. Here’s how!
Choose your own model! 
Girls Hair Salon lets you choose 1 girl from a selection of 6 (2 of them are free with the app and 4 others are available with in app purchase). Once you’ve chosen the perfect model for your salon, you can then go and choose from a virtually endless amount of style making tools. From blow dryers, curling irons, to accessories, this game lets you do everything you’ve ever wanted with just a click of a button. 
Cut, Style, and Dress!
Each model in the selection is in desperate need of your help! Help them out by dressing them, adjusting their hair color, adding style to their look, and by giving them a complete makeover. Girls Hair Salon gives you an endless assortment of tools to choose from without any need to slow down! You can take models from boring to amazing in just a few short steps. Not to mention the fact that the app supplies you with hours upon hours of fun. You can make your model turn into a work of art with this incredibly fun app!
You will be amazed at the selection of tools available to redesign and cut your model’s hair the way you like. Girls will absolutely love this game! Start playing this entertaining, exciting, and addicting game today and become a hairstylist! 


Features :
* 6 different unique characters
* Dozens of different appliances make for countless hairstyles!
* Colorful and unique artwork
* Easy and fluid interface that is designed especially for kids",,,,,,,,
13676,12,Role-playing (RPG),,,,,Legend of Legaia,85.44914996655017,A legendary tale of betrayal and self-destruction. Abuse derived from the greediness of man. the powers of a magical creature betrayed. Will man realize his mistakes before irreparable damage is done? Armed witha magical sword and the will to durvive lead Vahn and his cohorts to the redemption of man. Pursue a quest to save the world and discover place where legends are born. New combat system bases on fight games. Discover special combinations for more effective attacks. Beautiful realistic graphics with ull polygons. 100s of 3D enemies that react with a full range of motion.,,,,,,,,
19,5,Shooter,,,,,Max Payne 2: The Fall of Max Payne,86.45825883894283,"Max Payne 2 is a third-person shooter, in which the player assumes the role of Max Payne, but also plays as Mona Sax in a few levels. Initially, the player's weapon is a 9mm pistol. As they progress, players access other weapons including other handguns, shotguns, submachine guns, assault rifles, sniper rifles, and hand-thrown weapons. To move the game along, the player is told what the next objective is through Max's internal monologue, in which Max iterates what his next steps should be.",,,,,,,,
95100,9,Puzzle,12,Role-playing (RPG),,,Cartoon Network Match Land,90,Build a team of your favorite Cartoon Network characters to conquer a unique match 3 adventure in Cartoon Network Match Land!,,,,,,,,
254339,8,Platform,,,,,Super Mario Bros. Wonder,88.72001183800464,"The next evolution of 2D side-scrolling Super Mario Bros. games is headed to Nintendo Switch!

When you touch a Wonder Flower in the game, the wonders of the world unlock – pipes could come alive, hordes of enemies may appear, characters might change their looks, for example – transforming the gameplay in unpredictable ways. Excitement and different surprises await in each course. Super Mario Bros. Wonder features Princess Peach, Princess Daisy and Yoshi as playable characters, in addition to familiar characters like Mario, Luigi and Toad.",,,,,,,,
224522,5,Shooter,,,,,Doom 64,88.70350156175968,"Fight against demons in your crusade to hunt down the Mother of Demons and stop Hell's invasion. As the player battle through more than 30 action-packed levels, they have to be on the lookout for enhanced weapons and secrets to help them put an end to the demonic threat.",,,,,,,,
34973,15,Strategy,,,,,Epic Cards Battle,90,"Abandon the brainless card games and play the real strategic cards game, 3 kinds of card types: Unit, Spell, Trigger.
Next-Generation Revolutionary cards battle game in 3D with hundreds of stunning battle visual effects.
Experience real-time match making and battle with players around the world.",,,,,,,,
26673,12,Role-playing (RPG),16,Turn-based strategy (TBS),31,Adventure,Omori,89.0871463545287,"A turn-based surreal horror RPG in which a child traverses various mundane, quirky, humourous, mysterious and horrific lands with his friends in search of a missing person while confronting his past and his fears. Explore a strange world full of colorful friends and foes. When the time comes, the path you’ve chosen will determine your fate... and perhaps the fate of others as well.",32,Indie,,,,,,
4438,8,Platform,31,Adventure,,,Sonic the Hedgehog 2,86.65434187697753,"Dr. Eggman (aka Dr. Robotnik) has returned, turning helpless animals into robots and forcing them to build his ultimate weapon, the Death Egg! But this time, Sonic has a friend that can help him: Tails! Find the 7 Chaos Emeralds and stop Dr. Robotnik’s evil scheme!",,,,,,,,
16328,15,Strategy,32,Indie,,,Hidden in Plain Sight,85.93481893325178,Hidden in Plain Sight is a local-multiplayer stealth party game. Blend into the crowd of AI characters and eliminate the other players before they eliminate you!,,,,,,,,
86929,2,Point-and-click,9,Puzzle,31,Adventure,June's Journey,90,"Are you ready to go on an exciting journey to seek and find hidden objects in this adventurous unsolved detective mystery game?
Sharp-eyed detectives, take matters into your own hands! June’s Journey is the thrilling adventure you’ve been waiting for. Relax with a story of romance, intrigue, and mystery in this exciting hidden object game straight from the roaring 20s!
Dive into June Parker's captivating quest to unveil a scandalous hidden family secret. Escape to an era of glamorous mansions, drama, and romance as you solve riddles and search for clues through hundreds of stunning mind-teasing puzzles! I spy a hidden mystery detective game you don't want to miss out on.",,,,,,,,
6517,4,Fighting,33,Arcade,,,JoJo's Bizarre Adventure: All Star Battle,87.02365117385293,"Adapted from Hirohiko Araki’s smash manga hit, JoJo’s Bizarre Adventure, the game takes characters spanning all eight incredible story arcs of the manga and pits them against each other in an epic one-on-one fighting game.

With a revolutionary proprietary graphics shader system, JoJo’s Bizarre Adventure: All-Star Battle gives players the feeling that they are participating in vivid and colorful battles straight from the pages of the manga. Players will be able to choose from an impressive cast of characters spanning the entire series. Each character comes with their signature moves punctuated by dynamic camera angles to capture every highlight of the fight either against computer opponents via Story Mode or human adversaries online.",,,,,,,,
21206,12,Role-playing (RPG),,,,,Avalon Code,90,"Avalon Code plot, as well as the gameplay, revolves around the Book of Prophecy situated on the touch-sensitive lower screen of the Nintendo DS. In order to record a person, monster, plant, or weapon in its pages, the player performs a “Code Scan”, which is done by striking the target to be recorded with the Book itself (mapped to the B button at all times). The story centers on a young peasant who has been plagued with prophetic nightmares for weeks prior to the beginning of the story. His or her latest dream, shown in the opening cinematic, features a mysterious voice which reveals not only that the protagonist's world has undergone countless reincarnations in the past and is fated to continue the cycle of correction, destruction, and rebirth until “true enlightenment” is achieved, but also that the main character him- or herself has been tasked by the Powers-That-Be to deem the people, places, and things of the current world worthy (or unworthy) of being carried over into the next after the fiery purge.",,,,,,,,
35934,13,Simulator,15,Strategy,32,Indie,Airships: Conquer the Skies,90,Design steampunk pixel airships out of functional modules and conquer the skies!,,,,,,,,
7444,8,Platform,31,Adventure,32,Indie,Shovel Knight,85.98457206283472,"Shovel Knight is a sweeping classic action adventure game with awesome gameplay, memorable characters, and an 8-bit retro aesthetic. It's a hot mashup of new and old! You play as the eponymous Shovel Knight, a small knight with a huge quest. Shovel Knight has come to this land with two goals: to defeat the evil Enchantress and quest for his lost beloved. He wields a Shovel Blade: a multipurpose weapon whose techniques have now been lost to the ages. Always honest and helpful, Shovel Knight is a shining example of the code of Shovelry: Slash Mercilessly and Dig Tirelessly!

But, between Shovel Knight and his beloved stands a cadre of villainous knights. These terrible foes, known as The Order of No Quarter, have been dispatched to prevent Shovel Knight from reaching the Enchantress, and will pursue their mission at any cost. If you love games with perfect platforming, beautiful art, infectious music, crazy bosses, humor and levity, and real heart… Shovel Knight is for you!",,,,,,,,
194907,12,Role-playing (RPG),31,Adventure,,,Big Time,87.05882352941175,"Big Time is a multiplayer action RPG that takes players through time and space to encounter some of history's most famous - and infamous - figures. The mission is to reveal a mysterious threat that's tearing down the walls of time and collapsing history in completely unexpected ways. All of this can be experienced through an expansive online game that enables hundreds of players to hack-'n'-slash their way through Big Time's Open World together. Players can form parties, explore Adventure Instances, and defeat enemies for a chance at epic loot.",,,,,,,,
26845,12,Role-playing (RPG),15,Strategy,16,Turn-based strategy (TBS),Fire Emblem: Three Houses,85.77680078466085,"Here, order is maintained by the Church of Seiros, which hosts the prestigious Officer’s Academy within its headquarters. You are invited to teach one of its three mighty houses, each comprised of students brimming with personality and represented by a royal from one of three territories. As their professor, you must lead your students in their academic lives and in turn-based, tactical RPG battles wrought with strategic, new twists to overcome. Which house, and which path, will you choose?",24,Tactical,31,Adventure,,,,
4754,31,Adventure,,,,,Alien: Isolation,85.36731795599493,"Alien: Isolation is a survival horror game based on the Alien franchise. As Amanda Ripley, daughter of Ellen Ripley, you will navigate through an increasingly volatile world as you find yourself confronted on all sides by a panicked population and an unpredictable Alien. You must scavenge resources, improvise solutions and use your wits, not just to succeed in your mission but to simply stay alive. In addition to the main story mode there's Survivor mode in which the player needs to escape from a specially designed map fulfilling secondary objectives along the way, while being aggressively hunted by the alien. This mode includes online leaderboards.",,,,,,,,
192905,13,Simulator,15,Strategy,31,Adventure,The Sims 2,89.88023749595398,"The Sims 2 for Nintendo Game Boy Advance takes place in Strangetown. In it, players create Sims to star in a TV series called 'Strangetown'. The player's Sim then stars in 12 episodes of the series. In between episodes, the Sim plays mini games and socializes with other Sims.",,,,,,,,
90101,4,Fighting,8,Platform,,,Super Smash Bros. Ultimate,87.10342423558947,"Legendary game worlds and fighters collide in the ultimate showdown—a new entry in the Super Smash Bros. series for the Nintendo Switch system! New fighters, like Inkling from the Splatoon series and Ridley from the Metroid series, make their Super Smash Bros. series debut alongside every Super Smash Bros. fighter in the series…EVER! Faster combat, new items, new attacks, new defensive options, and more will keep the battle raging whether you’re at home or on the go.",,,,,,,,
1864,12,Role-playing (RPG),31,Adventure,,,Ni no Kuni: Wrath of the White Witch,86.18364202371745,"""Ni no Kuni: Wrath of the White Witch, a heart-warming tale of a young boy named Oliver, who embarks on a journey into a parallel world in an attempt to bring his mother back from the dead. Along the way, Oliver makes new friends and adopts many of the wonderful creatures that inhabit the world, raising them to battle other creatures on his behalf as he takes on formidable enemies. Developed by LEVEL-5 alongside Studio Ghibli, the legendary animation studio, Ni no Kuni: Wrath of the White Witch combines beautiful animated visuals, masterful storytelling and a sweeping score into an epic role-playing adventure like no other.""

Ni no Kuni: Wrath of the White Witch is an enhanced version of the Nintendo DS game Ni no Kuni: Dominion of the Dark Djin that was only released in Japan.",,,,,,,,
133674,13,Simulator,15,Strategy,16,Turn-based strategy (TBS),Old World,89.72558341416752,"Old World is an epic, historical turn-based strategy game. Set in the classical era, Old World gives players the chance to not just build an empire but to found the greatest dynasty of its age.",,,,,,,,
57191,13,Simulator,14,Sport,33,Arcade,Table Tennis Touch,90,"Table Tennis for iOS and Android with Career mode and cross-platform Multiplayer. 
 
Serve, spin and smash your way to ping pong glory! Stunning graphics, intuitive swipe controls, high speed gameplay and multiple game modes.",,,,,,,,
86826,12,Role-playing (RPG),,,,,Shopping Mall Girl,90,"Get ready for a shopping spree like no other! Whether your style is sporty, classy or urban chic, this mall has just what you’re looking for! Explore trendy shops like ZAZA & Surf ‘N Style with tons of hot outfits to choose from! Don’t forget to stop by Chic Cuts to get your hair done! Hurry up, the mall closes at 9pm...let's get shopping!",,,,,,,,
119390,12,Role-playing (RPG),31,Adventure,,,Ni no Kuni: Wrath of the White Witch Remastered,86.5638933814307,"Ni no Kuni: Wrath of the White Witch Remastered on PlayStation 4 and PC features brilliant new visual enhancements, letting PlayStation 4 players enjoy the game at 1080p resolution and with a super-smooth frame rate of 60 frames per second (fps). PlayStation 4 Pro users can also opt for true 4K resolution at 30 fps, or 1440p at 60fps.

The game retains its original dynamic fight system, combining real-time action and turn-based tactical elements, as well as the dozens of locations and hundreds of creatures that comprise the vast universe of Ni no Kuni.

Originally developed by LEVEL-5, Ni no Kuni: Wrath of the White Witch’s story unfolds through animation storyboarded and created by the legendary Studio Ghibli, with music composed by award-winning musician Joe Hisaishi. Ni no Kuni: Wrath of the White Witch tells the charming yet tragic story of Oliver, a young boy who embarks on a journey to another world in the hope of bringing back his mother following a tragic incident. With a copy of the Wizard’s Companion in hand and his pal Drippy by his side, Oliver must traverse exotic lands to tame familiars, take on malevolent foes, and overcome the countless challenges that stand between him and his mother’s salvation.",,,,,,,,
166,5,Shooter,13,Simulator,,,Star Wars: TIE Fighter,89.37714671363958,"Serve the Emperor, join the Imperial Navy, and save the galaxy. Become a recruit of the Imperial Navy under the command of Darth Vader, and pilot space vehicles that will leave you breathless.

In the wake of the Battle of Hoth, through their treachery at Yavin, the alliance of Rebels and other criminals have threatened the very foundation of the peaceful Empire. The Imperial Navy is called upon to eradicate the last of the rebellion and restore law and order. As an Imperial navy starfighter pilot, you will safeguard imperiled lives thoughout the galaxy. Join the Emperor's cause in eliminating the Rebel uprising as the Empire strikes back!",,,,,,,,
15535,5,Shooter,33,Arcade,,,Galaga '88,87.47690581425832,"The gameplay in Galaga '88 is built on the same premise as that of the original Galaga game, but is in many ways more complex and more difficult. The game is divided into a series of 29 Stages distributed through eight Worlds. The starship Galaga accelerates between Stages and Worlds and even to higher dimensions (go to the section on Dimensional Travel below to find out more).

With the exception of the third and eighth, each World culminates in a Challenging Stage. There are six such stages to engage in any full game, and each begins with the on-screen announcement ""That's Galactic Dancin'!"" and has its own YM2151-generated song to which the enemy formations dance. In any given Challenging Stage, both the design of the enemies and their dancing formations shall vary according to the player's current Dimension. As in Galaga, the objective is to destroy all forty enemies before they fly away off the screen. However, refraining completely from touching any controls for the duration of a Challenging Stage awards a ""secret bonus"" ranging in value from 10000 to 25000 points, and equal to the ""special bonus"" which would have been awarded for destroying all forty enemy aliens instead.

Galaga '88 introduces a variety of new enemies and behaviors. Most of these special enemies are worth varying amounts of bonus points when destroyed. Some enemies can combine into larger enemies which take multiple hits to destroy, while others arrive in eggs, explode in a shower of fireworks, grow with multiple hits, or sport armor which makes them invincible while in formation. Certain enemies drop small formations of tiny creatures that wiggle their way down the screen, and still others can act as escorts to incoming groups of enemies and then quickly dive at the player before leaving the game. Most stages also include various obstacles which appear once the enemy formation has been assembled. These can be destroyed with either one or several shots, and the first one on each stage will leave a ""Warp Capsule"".

At the start of the game, the player can select how many Galaga starships to start with (one or two), affecting their number of remaining lives. The game ends after the final boss is defeated (or when the player's last ship is destroyed or captured) - in the latter case, the player can continue the game for an additional credit. The Game Over screen shows the player's hit-miss ratio and a visual representation of their progress. If the player reaches Stage 27, the game also shows a picture of the final boss (damaged if defeated, but silhouetted if not). If the arcade operator has set the ""continue"" option to ""on"", the player also cannot continue if he is defeated on Stages 27-29.",,,,,,,,
87517,,,,,,,Minute Commander,90,,,,,,,,,
5,12,Role-playing (RPG),,,,,Baldur's Gate,86.00284495270849,"Baldur's Gate is a fantasy role-playing video game developed by BioWare and published in 1998 by Interplay Entertainment. It is the first game in the Baldur's Gate series and takes place in the Forgotten Realms, a high fantasy campaign setting, using a modified version of the Advanced Dungeons & Dragons (AD&D) 2nd edition rules. It was the first game to use the Infinity Engine for its graphics, with Interplay using the engine for other Forgotten Realms-licensed games, including the Icewind Dale series, as well as other licensed D&D campaign worlds such as Planescape: Torment. The game's story focuses on players controlling a protagonist of their own creation who finds themselves travelling across the Sword Coast alongside a party of companions, to unravel the mystery surrounding a sudden iron crisis affecting the region and attempting to discover the culprits behind it, all while uncovering dark secrets about their origins and dealing with attempts on their life.",,,,,,,,
11328,5,Shooter,8,Platform,9,Puzzle,Shadow Complex,85.54836425996591,"Shadow Complex is presented in 2.5D format; the game world is fully three-dimensional, but the player can only move in two dimensions, simulating the environment of a classic side-scrolling video game. Enemies can, however, move in any direction, and auto-aim is utilized to allow the player to fire at nearby enemies or objects both inside and outside of the 2D plane. The player can use the right control stick to aim with a laser sight. Gameplay in Shadow Complex was inspired by Super Metroid and Castlevania: Symphony of the Night. The gameplay takes many cues from Metroid: the player can move freely throughout the expansive game world, defeating enemies with a variety of weapons, and as they overcome challenges, they gain new abilities and weapons which allow them to reach new areas.
The game rewards the player with experience points as they complete objectives and defeat enemies. The player can gain experience levels, each level boosting basic attributes of the character. These experience levels grant the player skills such as improved gunfire precision or damage resistance. Special rewards such as revealing the full map and unlimited special ammo are granted at specific levels. When the player starts a new game, they will lose all the weapons and items that they have acquired, but will keep the character's experience level and any benefits they have already received from that experience.
In addition to the main campaign, a number of challenge levels, called ""Proving Grounds"", are available, generally requiring the player to make it to the exit of a room using a limited set of items and health. Players are ranked based on time of completion and any scoring objectives when they complete the level. Scores and other statistics from the main campaign and the training group are tracked via online leaderboards.
A remastered version and port was announced during the 215 Game Awards, to be released for PS4, Xbox One, PC.",31,Adventure,,,,,,
